club,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Grodzisk,16457.95,33238.75,33404.62,36799.12,37399.64,35616.33,32885.68,33068.62,18508.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Groedig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15753.44,33482.75,33271.34,18002.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Groningen,15143.56,33589.57,34514.840000000004,34818.08,34760.88,35443.83,37017.68,36512.64,36270.48,36152.21,36222.14,37003.31,35249.18,34142.41,35175.43,34938.82,34130.62,34098.76,33401.84,34427.76,34787.5,35178.67,35229.52,17869.04,14820.89,6864.18
Grosseto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16905.97,35098.44,35213.76,35350.409999999996,33977.98,33052.15,17197.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16484.65,35607.42,19710.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gubbio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14517.26,17092.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gueugnon,18150.66,36502.02,34901.78,34783.4,35670.87,35795.68,35371.9,34978.65,17898.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guimaraes,17465.86,34558.52,35065.46,35820.71,35362.74,36784.21,19465.989999999998,17986.71,37404.39,36956.01,37436.13,37641.56,37889.18,37060.71,36192.2,36424.37,35711.11,36594.51,35342.21,36454.75,36861.45,36215.69,36330.33,36477.46,37642.53,7955.17
Guingamp,19161.6,38857.39,38100.33,39357.23,38763.75,37855.24,36683.44,35782.36,35295.020000000004,35599.43,19007.95,15874.880000000001,35115.39,36777.03,36617.23,37612.68,37572.52,37913.229999999996,36973.22,35238.35,34471.729999999996,33606.71,34553.95,34115.12,34502.9,7315.08
HB Koge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15410.82,16523.32,14112.35,16352.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJK Helsinki,15892.38,31640.05,30570.14,29188.48,29450.14,1219.66,28872.1,28592.75,1212.92,29145.67,28664.15,28992.37,29789.71,29545.99,28825.68,30204.230000000003,30500.120000000003,30644.07,30085.91,29533.260000000002,1226.92,29228.12,30666.739999999998,31251.96,30424.149999999998,6195.549999999999
Hacettepespor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17006.61,34438.6,17632.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haecken,16179.77,32455.41,1332.3,0.0,0.0,30988.47,30710.36,30778.43,1328.46,31433.17,32382.08,32428.18,33456.479999999996,33996.21,33633.57,33293.87,33379.49,33126.19,34590.06,35121.16,34234.64,33510.76,33784.52,35209.25,33684.56,7057.75
Haka,15008.11,29768.100000000002,1224.4,28996.739999999998,29160.73,29131.23,28920.39,28645.539999999997,29557.43,1255.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29572.22,1207.59,0.0
Halmstad,18661.56,36996.58,35502.3,35109.78,34859.69,34568.85,32452.760000000002,32124.18,32619.7,32176.420000000002,30997.670000000002,29261.16,1145.1,29756.39,30710.06,31111.14,1269.89,29340.93,1257.48,0.0,0.0,29753.920000000002,1278.67,29775.14,30038.37,6444.03
Ham-Kam,0.0,0.0,0.0,0.0,32041.91,33259.32,33728.74,1372.55,31917.15,1308.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30381.670000000002,30266.47,31543.58,6560.18
Hamburg,20541.18,40219.31,40402.340000000004,40442.62,39453.04,40658.11,41150.69,40806.74,41621.88,42024.97,42004.58,40912.590000000004,39997.49,40697.43,38838.92,38887.04,39189.48,38936.659999999996,37630.159999999996,37193.93,36973.38,37319.22,37786.29,38097.4,37681.95,7771.320000000001
Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15363.89,30977.77,31050.62,16041.77,0.0,0.0,15252.04,29963.14,28934.12,28500.37,27697.25,28044.39,29095.58,15825.04,0.0,0.0,0.0,0.0
Hammarby,16885.03,34661.98,34652.41,34757.05,35103.9,33997.99,34054.7,33583.44,33530.47,31362.18,1250.91,0.0,0.0,0.0,0.0,30299.86,31147.27,31887.65,33314.76,34751.17,35358.2,33994.31,35220.88,34508.73,34121.5,7401.929999999999
Hannover,18258.68,36949.8,39687.4,39348.38,38633.77,39085.55,38762.06,39046.35,39276.27,38993.38,38820.45,41140.77,41480.67,41277.6,40217.06,39307.58,37807.99,38199.64,38005.25,36494.46,36348.14,35483.4,34894.17,34972.7,35937.909999999996,7392.74
Hansa Rostock,19460.61,39071.69,39198.05,38522.43,38682.53,37300.51,35959.15,36496.34,36429.81,35129.08,18890.44,15477.58,17973.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16862.36,34143.83,33916.65,17882.06,0.0
Harelbeke,16378.69,17270.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16742.77,33672.32,34296.54,34572.69,33505.8,32544.73,33607.36,6958.3099999999995
Hatayspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16317.79,34348.55,33824.5,32012.27,31588.78,6351.55
Haugesund,15423.88,1276.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31939.0,32559.56,33550.14,33489.99,32127.829999999998,30980.94,31264.48,31590.239999999998,31905.94,32926.97,32743.48,32532.670000000002,32393.4,31838.3,31884.079999999998,6603.4
Hearts,17462.17,34452.38,34030.25,35431.4,36090.2,35176.07,35541.09,35208.23,34438.93,34187.56,32817.26,33374.49,32472.77,31160.84,16119.23,14959.720000000001,31391.33,30532.0,31062.97,31103.11,16454.02,15175.25,32281.74,32082.89,33704.72,6932.58
Heerenveen,19003.79,37540.95,38715.54,37991.22,38301.41,38644.62,38145.06,37739.26,37749.17,36990.57,35261.19,35913.73,37655.56,35269.11,35852.33,35588.58,34546.74,33921.58,33303.62,34063.92,34480.8,34340.65,35430.11,35146.67,34209.85,7158.39
Heidenheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17133.78,34847.64,35468.27,35019.57,34324.18,35736.46,36506.35,36035.3,36009.37,37547.45,39201.44,7760.110000000001
Helsingborg,18553.63,37258.71,35737.51,34615.58,34010.909999999996,33514.49,32475.86,33359.87,34918.42,34121.32,33797.87,34767.29,34673.24,35695.0,33910.09,33097.0,31733.28,1277.68,0.0,30185.09,29824.91,1240.14,29201.04,1188.25,0.0,0.0
Helsingor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15272.77,16135.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heracles,0.0,0.0,0.0,0.0,0.0,15245.61,33792.73,33429.76,33265.74,33459.97,35077.53,36449.47,35801.23,34207.11,33197.17,33283.14,34336.93,34117.65,33312.6,33789.59,34188.92,34471.76,18970.87,16785.22,32756.31,6919.24
Hercules,0.0,0.0,0.0,0.0,0.0,16706.55,36636.29,37741.2,38407.41,39661.25,39509.72,38923.85,38478.26,36746.03,19847.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herfolge,17038.9,17973.23,0.0,15404.79,30646.69,15915.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hermannstadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15229.21,30524.22,31143.17,16387.86,14894.64,30488.19,30963.47,6526.87
Hertha,20131.08,40582.36,42257.58,40888.62,39092.29,41428.0,40257.02,39191.01,39239.65,39760.78,39038.3,40358.29,39146.14,40452.02,39910.15,39208.159999999996,40348.54,39806.62,39200.79,39382.96,39470.05,39212.67,38454.21,37714.5,36603.0,7296.01
Heusden Zolder,0.0,0.0,0.0,16302.64,17674.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hibernian,17148.82,34949.06,33028.77,33396.48,32764.260000000002,33989.49,33277.68,33990.88,34402.37,33979.55,32634.329999999998,30278.18,29558.030000000002,30555.6,16253.66,0.0,14124.77,28534.75,31355.81,32546.55,32784.4,33103.68,31843.65,31844.54,31822.85,6839.4400000000005
Hobro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16301.119999999999,32019.06,16527.89,15925.12,31588.510000000002,30800.27,21838.54,0.0,0.0,0.0,0.0,0.0
Hodd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14496.15,1194.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoffenheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16897.32,36499.58,39702.91,40352.76,40719.83,40168.77,39568.6,40533.2,40234.25,39734.73,41809.8,40964.34,41479.770000000004,41398.74,40813.57,40567.1,39573.68,39911.51,8035.6
Holstein Kiel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17053.5,35306.4,35832.12,35673.36,36508.58,35634.99,35697.95,37171.4,7610.73
Honefoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30591.56,1235.94,30300.26,30476.28,1254.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honka Espoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30009.37,30469.14,29703.64,29439.78,1226.82,28601.309999999998,27689.42,1163.32,0.0,0.0,0.0,0.0,28239.100000000002,28791.570000000003,1225.32,29641.81,1214.66,0.0
Horsens,0.0,0.0,0.0,0.0,0.0,13887.84,31359.55,32206.68,33261.26,17916.37,16017.02,33224.08,34029.05,17779.25,0.0,0.0,15758.3,31809.55,32238.350000000002,31058.89,31420.06,16913.43,15887.01,17221.15,0.0,0.0
Huddersfield,17465.63,19061.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16885.54,34213.48,34443.22,33950.65,34562.76,35936.1,37373.74,36137.85,35031.54,35096.75,36743.48,35651.5,18572.17,0.0
Huesca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18567.39,36756.29,36311.43,36489.88,36821.78,19409.61,0.0,18373.08,37090.49,37664.94,38468.06,38629.88,38165.25,38218.15,37086.35,35891.46,36008.91,7721.43
Hull,0.0,0.0,0.0,0.0,0.0,15348.95,34237.01,34909.82,38287.84,38065.99,36992.44,36539.55,36105.58,36648.36,37934.95,37731.479999999996,38095.91,37395.87,35273.67,36064.33,24444.57,17207.02,34596.94,35865.21,35870.2,7308.41
Hvidovre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15758.27,17151.45,0.0
IK Sirius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30547.63,30819.72,30661.31,30710.629999999997,30990.41,31492.260000000002,31334.21,32297.63,6876.25
Iasi,0.0,0.0,0.0,0.0,13895.69,31499.98,34251.45,33714.159999999996,32658.09,32222.65,17184.61,0.0,15993.34,17533.82,15647.07,32251.21,33061.8,33539.42,32779.83,31462.07,30345.77,15589.0,0.0,14252.119999999999,29210.47,6107.67
Ibiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17545.47,35329.42,18113.57,0.0,0.0
Ilves Tampere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28379.23,1160.13,28273.600000000002,1184.44,0.0,0.0,29233.66,6042.45
Ingolstadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16675.11,18155.34,16852.37,34686.97,35084.270000000004,35070.82,35773.97,37359.729999999996,38188.2,37836.53,35286.4,18510.739999999998,0.0,16431.33,17556.27,0.0,0.0,0.0
Inter,21233.57,41699.0,43585.83,44084.3,42544.57,44306.43,44386.62,45498.57,45772.25,45091.37,45602.18,42831.51,40934.37,39704.03,40154.51,40806.92,40651.229999999996,41181.82,42149.47,42028.54,43564.35,45312.76,44555.82,45035.18,47160.83,9896.58
Inter Turku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29156.57,28650.18,1192.8,28887.5,28320.85,1135.08,0.0,0.0,0.0,0.0,28173.97,28199.739999999998,28700.219999999998,29194.53,1216.48,0.0,0.0
Inverness,0.0,0.0,0.0,0.0,13832.85,31620.46,33062.59,32634.34,32902.24,17190.9,15158.58,30963.23,30702.9,32278.17,32208.39,31824.78,31149.77,15925.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ionikos,17177.68,34877.5,33887.26,32682.28,32463.3,32717.13,32519.95,15992.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15197.07,30630.6,15754.0,0.0,0.0
Ipswich,19884.85,41175.18,39289.18,37155.77,36653.090000000004,37278.51,35512.59,36191.96,37143.63,36417.13,35644.07,35034.12,34848.54,35476.43,36596.48,36488.82,35968.659999999996,34895.53,34519.54,17827.83,0.0,0.0,0.0,17731.71,37687.479999999996,7976.47
Iraklis,17235.54,35253.66,35578.909999999996,35743.93,34940.42,34129.37,34605.96,33588.72,33962.53,33042.69,33063.16,22429.010000000002,0.0,0.0,0.0,15788.99,32020.510000000002,16977.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Istanbulspor,16761.19,33775.590000000004,33373.12,34369.99,35142.98,18581.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15906.58,32742.73,16749.88,0.0
Istres,0.0,17012.15,34012.61,34388.52,36741.23,37212.91,35569.4,18550.23,0.0,16770.13,34017.22,34531.55,35069.68,33715.15,17721.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaen,16382.88,37073.1,19786.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17643.63,19651.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jagiellonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15139.46,29592.23,30258.989999999998,31227.02,31874.73,31584.03,31277.35,31444.27,33296.4,32747.1,33625.6,33842.83,32856.47,32031.36,31696.51,31386.94,32805.9,34960.86,7429.65
Jaworzno,0.0,0.0,16250.310000000001,18031.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29348.77,1188.75,0.0,0.0
Jiul Petrosani,0.0,0.0,0.0,0.0,0.0,14034.16,32586.1,17204.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joenkoeping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30227.66,30566.42,1299.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jokerit,15375.58,30396.579999999998,1246.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juve Stabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14756.4,33831.4,32939.06,16755.43,0.0,0.0,0.0,0.0,16206.48,24694.17,0.0,0.0,0.0,15790.18,7270.620000000001
Juventus,22084.989999999998,44288.17,44861.909999999996,45509.35,44171.88,45323.21,46055.27,44092.75,43985.76,44100.01,41204.55,39951.35,42684.5,44053.24,45404.55,45865.19,46162.72,46648.85,47300.63,45857.31,45145.8,44286.2,42997.75,43305.85,44084.15,9231.97
Juventus Bucuresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15283.78,15885.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jyvaeskylae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28912.329999999998,1218.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KFUM Oslo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31112.62,6592.93
KSZO,0.0,16385.8,32564.93,17389.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaiserslautern,20026.37,41176.7,40928.43,39607.26,37967.43,38407.7,37459.14,36604.31,35716.82,36266.03,38090.81,39696.77,38561.08,38102.66,37356.69,37015.56,35763.64,34733.76,18052.0,0.0,0.0,0.0,16971.76,34487.52,34190.77,7291.030000000001
Kalamaria,0.0,0.0,0.0,0.0,13953.07,30849.2,31935.14,32551.13,17711.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalamata,16326.66,17467.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalithea,0.0,0.0,15917.93,31856.35,31932.71,32396.12,16885.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13716.380000000001,6200.87
Kallonis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15638.869999999999,31195.48,31534.24,16337.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalmar,0.0,0.0,31318.56,1299.35,32557.489999999998,33683.79,33776.46,33872.58,35796.62,35577.659999999996,33675.54,32299.16,31863.09,32763.420000000002,33531.05,32045.699999999997,31848.850000000002,31704.16,31964.85,30998.44,29489.36,30635.65,32822.67,32889.52,31164.6,6582.58
Kapfenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15937.83,31903.16,32247.14,32045.24,16773.030000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karabukspor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16886.54,33965.68,34494.87,35328.32,36306.02,18906.57,16719.92,33839.03,17067.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karagumruk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16327.24,33839.25,34090.31,35594.79,18526.99,0.0
Karlsruhe,1446.97,17665.84,35428.56,34835.42,34218.03,34780.15,35932.69,37681.49,37980.93,36899.53,36313.09,34465.659999999996,18116.81,17387.72,35985.88,36534.91,35868.98,18471.09,0.0,17073.27,34186.06,35812.16,35077.25,35148.4,36590.96,7441.03
Kasimpasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16718.54,17812.65,16555.94,34014.0,17498.51,16657.5,35846.38,37140.06,35489.52,35141.09,35366.82,35542.63,33633.33,33276.06,32812.770000000004,34347.8,34638.04,34272.6,7087.71
Katowice,14780.37,33567.28,34391.58,36315.49,33785.229999999996,16659.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14507.52,6765.87
Kavala,1283.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15790.2,32632.05,22637.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayserispor,0.0,0.0,0.0,0.0,15094.25,33776.21,35494.93,36491.37,37539.15,37148.47,36870.58,35479.65,34914.82,36224.479999999996,18928.23,16849.66,33414.31,34263.36,34539.36,33192.72,31798.670000000002,32230.82,33449.5,34434.31,33024.2,6678.13
Kerkyra,0.0,0.0,0.0,0.0,13937.61,16210.77,14080.35,17038.32,0.0,0.0,15536.14,31690.77,32151.78,16761.52,15902.83,17426.86,15655.8,31155.76,16564.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khabarovsk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17797.96,18505.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kifisias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14226.41,15536.04,0.0
Kilmarnock,17158.08,33688.89,33053.83,34296.68,32693.63,32351.24,33105.17,33537.340000000004,33151.06,32257.14,30532.32,31573.48,30763.31,30918.74,29991.45,28870.33,28223.899999999998,28575.94,30863.26,32997.49,31834.87,16474.06,14797.16,29573.26,32042.739999999998,6721.72
Klagenfurt,0.0,16108.74,33343.85,32791.84,17360.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16774.79,34036.44,33535.35,33305.159999999996,6622.28
Koblenz,0.0,0.0,0.0,0.0,0.0,0.0,15337.19,33738.89,34726.5,34445.82,18288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kocaelispor,16460.03,34136.97,33284.46,17507.19,0.0,0.0,0.0,0.0,16520.51,17863.579999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koge,0.0,0.0,15817.48,16982.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kongsvinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30357.75,1214.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konyaspor,0.0,0.0,0.0,16708.27,35568.83,35859.38,35316.92,35201.37,34412.24,18471.65,16634.81,17550.77,0.0,16509.04,35037.81,35256.5,36684.79,35536.73,35060.35,34630.34,33210.15,33644.16,35589.2,35616.93,34118.41,6914.13
Korona,0.0,0.0,0.0,0.0,0.0,14053.29,32388.64,32680.83,17570.01,15798.42,31459.01,31576.83,32219.94,31463.92,30925.65,31810.58,31598.399999999998,31657.26,31713.08,30177.55,19631.84,0.0,14812.529999999999,31129.85,31997.54,6710.07
Kortrijk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15727.13,32394.02,35290.41,34259.19,35718.32,34512.04,33877.92,35569.21,35432.79,33897.11,34775.56,35870.31,35179.04,33781.36,32811.26,32732.58,32714.56,6738.65
Kristiansund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28738.61,31058.86,32304.79,32487.390000000003,33373.38,32007.48,1295.3,30889.39,6493.61
Kryliya Sovetov,16155.08,33551.13,34433.38,34505.25,35487.8,36786.64,36205.16,35583.04,36455.83,37493.32,35861.409999999996,36272.12,36002.86,35928.93,19513.13,18118.88,36078.65,19560.61,17358.14,34280.29,20962.579999999998,16626.63,34253.26,34248.48,34325.85,7013.9
Kuban,0.0,0.0,0.0,0.0,32053.06,1381.82,0.0,33504.55,1410.43,34517.13,1431.07,36639.85,37907.65,39137.0,38524.08,37682.69,19997.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuopio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29071.09,29505.82,1250.53,0.0,0.0,0.0,0.0,28487.11,28350.65,28715.21,29976.06,31648.53,31822.44,30992.09,6385.950000000001
LASK,17105.34,18580.2,0.0,0.0,0.0,0.0,0.0,16336.98,33051.38,31898.87,32261.02,16532.67,0.0,0.0,0.0,0.0,0.0,16916.99,35811.18,38209.3,39863.35,38023.82,36359.34,36117.95,35682.3,7036.06
LKS,1366.87,0.0,0.0,0.0,0.0,0.0,13908.65,30440.63,30206.94,16624.47,0.0,13638.619999999999,16103.279999999999,0.0,0.0,0.0,0.0,0.0,0.0,14431.65,18778.9,0.0,0.0,15029.79,15981.11,0.0
La Coruna,22303.89,45161.02,44572.97,44842.98,44781.94,42191.35,42350.83,41995.83,42296.57,41663.82,40186.06,39702.96,41244.04,39965.21,39429.61,39888.49,40563.89,39537.53,38554.31,37680.54,25710.6,0.0,0.0,0.0,15620.39,7292.92
Lahti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29491.19,1226.06,0.0,0.0,0.0,0.0,28726.78,1189.24,0.0,28338.670000000002,1156.92,0.0,0.0,0.0,0.0,0.0,0.0
Lamia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15325.77,30863.75,31538.73,31827.670000000002,30874.52,29224.23,28650.49,30354.11,6075.1
Landskrona,0.0,0.0,32289.76,32071.16,31993.14,31940.23,1309.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
